Faculty,Subject,Course Number,Credits,Title,Info Link
GS,HRM,6910,3.00,Issues in Human Resource Management: Careers,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2275.0.5
GS,HRM,6920,3.00,Work/Life Balance,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2276.0.5
GS,HRM,6930,3.00,Issues in Human Resource Management:  Managing a Contingent Workforce,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2277.0.5
GS,HRM,7000,3.00,Human Resources Management Theory Seminar,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2278.0.5
GS,HRM,7010,3.00,Qualitative Research Methods and Processes,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2279.0.5
GS,HRM,7020,3.00,Quantitative Research Methods,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2280.0.5
GS,HRM,7030,3.00,"Teaching, Learning and Pedagogical Processes",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2281.0.5
GS,HRM,7040,3.00,Univariate Statistics,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2282.0.5
GS,HRM,7050,3.00,Multivariate Statistics,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2283.0.5
GS,HRM,7110,3.00,"Seminar 1: Seminal, Strategic & Macro-Human Resources Management Research",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2284.0.5
GS,HRM,7120,3.00,Seminar II: Micro-Human Resources Management Research,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2285.0.5
AP,HUMA,1005,9.00,Key Aspects of French Culture,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2286.0.5
AP,HUMA,1105,9.00,Myth and Imagination in Ancient Greece and Rome,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2287.0.5
AP,HUMA,1220,6.00,Canadian Language and Culture,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2288.0.5
AP,HUMA,1300,9.00,The Cultures of Resistance in the Americas: The African American Experience,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2289.0.5
AP,HUMA,1700,9.00,Writing: Process and Practice,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2290.0.5
AP,HUMA,1745,6.00,Thinking about Contemporary Canada,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2291.0.5
AP,HUMA,1761,9.00,"Italian Cinema, Literature and Society",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2292.0.5
AP,HUMA,1780,6.00,Stories in Diverse Media,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2293.0.5
AP,HUMA,1781,6.00,"Exploring Culture: Narrative, Media, Film",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2294.0.5
AP,HUMA,1845,6.00,Islamic Traditions,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2295.0.5
AP,HUMA,1847,9.00,"Sikhs and Sikhi(sm): Texts, Contexts, and Living Traditions",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2296.0.5
AP,HUMA,1850,6.00,The Bible and Modern Contexts,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2297.0.5
AP,HUMA,1953,6.00,Canadian Writers in Person,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2298.0.5
AP,HUMA,2001,6.00,"Understanding Culture: Text, Image, Music",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2299.0.5
AP,HUMA,2105,6.00,Roman Literature and Culture,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2300.0.5
AP,HUMA,2200,6.00,Hispanic Literature: Exploring Transformative Texts of the Hispanic World,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2301.0.5
AP,HUMA,2230,6.00,Music in Human Experience,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2302.0.5
AP,HUMA,2310,6.00,"The Caribbean and Canada: Culture, Identity and Diaspora",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2303.0.5
AP,HUMA,2431,6.00,East Asian Buddhism: Tradition and Transition,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2304.0.5
AP,HUMA,2610,6.00,Existentialism in Literature and Film,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2305.0.5
AP,HUMA,2650,6.00,"""Be Who You Are!"": Issues of Identity in Contemporary Culture",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2306.0.5
AP,HUMA,2700,6.00,Persian Literature and Culture,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2307.0.5
AP,HUMA,2710,6.00,Introduction to Arab Culture,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2308.0.5
AP,HUMA,2791,6.00,German Cinema and Hollywood: Competition and Cultural Exchange,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2309.0.5
AP,HUMA,2800,6.00,Iranian Cinema: Aesthetics and Culture,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2310.0.5
AP,HUMA,2805,6.00,World Religions in Canada,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2311.0.5
AP,HUMA,2920,6.00,"Knowledge, Technology and Culture",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2312.0.5
GL,HUMA,2922,6.00,Intermediate Latin,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2313.0.5
AP,HUMA,2999,6.00,Global Cultures of Children and Young People,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2314.0.5
AP,HUMA,3000,3.00,Directed Reading,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2315.0.5
AP,HUMA,3000,6.00,Directed Reading,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2316.0.5
AP,HUMA,3014,6.00,Tragedy in Western Literature: Ancient and Modern,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2317.0.5
AP,HUMA,3021,6.00,Exegesis in Select Philosophical Texts,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2318.0.5
AP,HUMA,3104,6.00,Eros and Amor: Sex and Gender in Greco-Roman Literature,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2319.0.5
AP,HUMA,3108,6.00,Ancient Greek and Roman Comic Drama,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2320.0.5
AP,HUMA,3160,3.00,"Sound, Politics, and Media Art",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2321.0.5
AP,HUMA,3165,3.00,"Griots to Emcees: Examining Culture, Performance and Spoken Word",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2322.0.5
AP,HUMA,3201,6.00,"Culture, Meaning & Form",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2323.0.5
AP,HUMA,3202,6.00,Cultures of Ancient Egypt,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2324.0.5
AP,HUMA,3207,6.00,Doing Culture: Narratives of Cultural Production,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2325.0.5
AP,HUMA,3208,6.00,"Thinking Culture: Critical Issues, Skills and Approaches for Humanities Majors",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2326.0.5
AP,HUMA,3210,3.00,The Scene of the Crime - Criminality and Modern Culture,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2327.0.5
AP,HUMA,3226,3.00,Visual Cultures and the Natural World,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2328.0.5
AP,HUMA,3300,3.00,Black Canadian Film,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2329.0.5
AP,HUMA,3303,3.00,Religious Cultures of African and African Diaspora Peoples,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2330.0.5
AP,HUMA,3312,6.00,Media and the Idea of Italy,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2331.0.5
AP,HUMA,3315,3.00,Black Literatures and Cultures in Canada,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2332.0.5
AP,HUMA,3318,3.00,Black Popular Culture,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2333.0.5
AP,HUMA,3421,3.00,Origins of Christianity I:  Paul and The First Generation (up to 65 CE),https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2334.0.5
AP,HUMA,3465,6.00,Renaissance Humanities,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2335.0.5
AP,HUMA,3510,6.00,"Religion, Gender and Korean Culture",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2336.0.5
AP,HUMA,3530,6.00,Métis Issues in North America,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2337.0.5
AP,HUMA,3535,3.00,Indigenous Knowledge and the Environment,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2338.0.5
AP,HUMA,3536,3.00,"Indigenous People, Legend and Memory",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2339.0.5
AP,HUMA,3664,3.00,The Oral Tradition in Caribbean Culture,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2340.0.5
AP,HUMA,3687,6.00,Graphic Narratives for and about Children and Youth,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2341.0.5
AP,HUMA,3688,3.00,Holocaust Literature of Children and Youth,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2342.0.5
AP,HUMA,3690,6.00,Children's Literature & Film Adaptations,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2343.0.5
AP,HUMA,3691,3.00,Picturebooks in Children's Culture,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2344.0.5
AP,HUMA,3692,6.00,Representations of Children's Alterity,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2345.0.5
AP,HUMA,3693,3.00,The Rainbow List: GLBTQ literature and culture for children and youth,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2346.0.5
AP,HUMA,3710,3.00,Contemporary Literatures of the South Asian Diaspora,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2347.0.5
AP,HUMA,3780,6.00,History Of The Christian Church: Beginnings To The Reformation,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2348.0.5
AP,HUMA,3795,3.00,A Cultural History of Satan: Personified Evil in Early Judaism and in Christianity,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2349.0.5
AP,HUMA,3803,3.00,Methods in the Study of Religion,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2350.0.5
AP,HUMA,3804,3.00,Theories in the Study of Religion,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2351.0.5
AP,HUMA,3818,3.00,Sacred Space and Ritual Practices in Islam,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2352.0.5
AP,HUMA,3826,3.00,Religion and Film,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2353.0.5
AP,HUMA,3835,6.00,Antisemitism and Islamophobia in Canada,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2354.0.5
AP,HUMA,3843,3.00,"Jerusalem: Holy City, Bloody City",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2355.0.5
AP,HUMA,3850,6.00,The Final Solution: Perspectives on the Holocaust,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2356.0.5
AP,HUMA,3908,3.00,The Arts and the Law of Copyright,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2357.0.5
AP,HUMA,3918,6.00,Jews and Muslims,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2358.0.5
AP,HUMA,3989,6.00,Germany and the Global Imaginary,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2359.0.5
AP,HUMA,3998,6.00,The Child and the Book: Children's Literature Research Methods,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2360.0.5
AP,HUMA,3999,6.00,Research with Children and Young People: Methods,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2361.0.5
AP,HUMA,4000,3.00,Directed Reading,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2362.0.5
AP,HUMA,4000,6.00,Directed Reading,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2363.0.5
AP,HUMA,4107,6.00,The Ancient Greek and Roman Novel,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2364.0.5
AP,HUMA,4141,6.00,"Children, Youth, and Digital Culture",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2365.0.5
AP,HUMA,4142,6.00,Contemporary Children's Culture,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2366.0.5
AP,HUMA,4145,6.00,Fantasy and Children's Culture,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2367.0.5
AP,HUMA,4146,3.00,Children's Culture in Context,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2368.0.5
AP,HUMA,4171,3.00,Food in Italian Culture: From Regional Traditions to Global Impact,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2369.0.5
AP,HUMA,4190,6.00,"Faith, Reason, and Modern Self-consciousness in European Thought",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2370.0.5
AP,HUMA,4207,6.00,Doing Culture: Narratives of Cultural Production,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2371.0.5
AP,HUMA,4208,6.00,"Thinking Culture: Critical Issues, Skills and Approaches for Humanities Majors",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2372.0.5
AP,HUMA,4228,3.00,Nature in Narrative,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2373.0.5
AP,HUMA,4300,3.00,Aspects of Modern Latin American and Caribbean Studies: Culture and Politics,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2374.0.5
AP,HUMA,4301,3.00,"Horror, Crime, and the Law in Indigenous and African Diaspora Fiction and Performance",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2375.0.5
AP,HUMA,4305,3.00,Black Canadian Studies Practicum,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2376.0.5
AP,HUMA,4307,3.00,Black Toronto Sounds,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2377.0.5
AP,HUMA,4310,3.00,Black Athletes and Sporting Resistance,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2378.0.5
AP,HUMA,4515,3.00,"North Korea: Culture, Literature, Film",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2379.0.5
AP,HUMA,4516,3.00,"Children's Literature and Film in North and South Korea, Translation and Adaptation",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2380.0.5
AP,HUMA,4605,6.00,Literary Utopias in Western Civilization,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2381.0.5
AP,HUMA,4607,6.00,"Crossing Lines: Laws, Morality, and Migration in European Fiction",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2382.0.5
AP,HUMA,4630,6.00,The Power of Words: Reading in the Digital Age,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2383.0.5
AP,HUMA,4771,3.00,Buddhism as Seen from the West: The Colonial Encounter and the Study of Buddhism,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2384.0.5
AP,HUMA,4803,6.00,"Church, Mosque and Synagogue: Jews, Muslims and Christians in Medieval Spain",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2385.0.5
AP,HUMA,4813,6.00,"The Arabian Nights: Morality, Sexuality and Strategies of Interpretation",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2386.0.5
AP,HUMA,4814,3.00,The Qur'an and its Interpreters,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2387.0.5
AP,HUMA,4816,3.00,Women in Islamic Literatures,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2388.0.5
AP,HUMA,4818,3.00,"Shaping Jewish Memory: Meaning, Imagination, and Identity",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2389.0.5
AP,HUMA,4824,3.00,"Imagining Anne Frank: The Girl, the Diary, the Afterlives",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2390.0.5
AP,HUMA,4826,3.00,"Urban Life and the Islamic City: Religion, Society and the Formation of Space",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2391.0.5
AP,HUMA,4884,3.00,Utopias and Nightmares: Visions of the Future in Modern German Culture,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2392.0.5
AP,HUMA,4904,6.00,Fetish Appeal: Desire and Consumption,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2393.0.5
AP,HUMA,4907,6.00,"Literary, Musical, and Visual Cultures: Modernism Across the Arts",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2394.0.5
AP,HUMA,4998,6.00,The Child and the Book: Honours Research Project,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2395.0.5
GS,HUMA,5000,3.00,Directed Reading,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2396.0.5
GS,HUMA,5000,6.00,Directed Reading,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2397.0.5
GS,HUMA,5000A,3.00,Directed Reading,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2398.0.5
GS,HUMA,5100,6.00,Core Practices and Methodologies in Humanities Research,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2399.0.5
GS,HUMA,6000,3.00,Directed Reading,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.2400.0.5
